Time,LABORATORIO_ZONE::Des Heat Load [W],LABORATORIO_ZONE:FORTALEZA ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LABORATORIO_ZONE::Des Heat Mass Flow [kg/s],LABORATORIO_ZONE:FORTALEZA ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],LABORATORIO_ZONE::Des Latent Heat Load [W],LABORATORIO_ZONE::Des Latent Cool Load [W],LABORATORIO_ZONE::Des Latent Heat Mass Flow [kg/s],LABORATORIO_ZONE::Des Latent Cool Mass Flow [kg/s],LABORATORIO_ZONE::Des Heat Load No DOAS [W],LABORATORIO_ZONE::Des Sens Cool Load No DOAS [W],LABORATORIO_ZONE::Des Latent Heat Load No DOAS [W],LABORATORIO_ZONE::Des Latent Cool Load No DOAS [W],LABORATORIO_ZONE::Heating Zone Temperature [C],LABORATORIO_ZONE::Heating Zone Relative Humidity [%],LABORATORIO_ZONE:FORTALEZA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Temperature [C],LABORATORIO_ZONE:FORTALEZA ANN CLG .4% CONDNS DB=>MWB:Cooling Zone Relative Humidity [%]
11:50:00,0.000000E+00,3.191352E+03,0.000000E+00,2.843974E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398457E+01,6.637064E+01
12:00:00,0.000000E+00,3.247578E+03,0.000000E+00,2.894074E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398458E+01,6.610455E+01
12:10:00,0.000000E+00,3.302098E+03,0.000000E+00,2.942654E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398460E+01,6.585358E+01
12:20:00,0.000000E+00,3.354906E+03,0.000000E+00,2.989708E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398462E+01,6.561879E+01
12:30:00,0.000000E+00,3.406082E+03,0.000000E+00,3.035308E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398464E+01,6.539917E+01
12:40:00,0.000000E+00,3.455787E+03,0.000000E+00,3.079597E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398465E+01,6.519212E+01
12:50:00,0.000000E+00,3.504237E+03,0.000000E+00,3.122768E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398466E+01,6.499476E+01
13:00:00,0.000000E+00,3.551725E+03,0.000000E+00,3.165084E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398466E+01,6.480484E+01
13:10:00,0.000000E+00,3.598429E+03,0.000000E+00,3.206700E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398467E+01,6.462054E+01
13:20:00,0.000000E+00,3.644615E+03,0.000000E+00,3.247856E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398467E+01,6.444323E+01
13:30:00,0.000000E+00,3.690493E+03,0.000000E+00,3.288737E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398468E+01,6.427228E+01
13:40:00,0.000000E+00,3.736205E+03,0.000000E+00,3.329472E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398468E+01,6.410588E+01
13:50:00,0.000000E+00,3.781848E+03,0.000000E+00,3.370146E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398467E+01,6.394254E+01
14:00:00,0.000000E+00,3.827429E+03,0.000000E+00,3.410764E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398467E+01,6.378157E+01
14:10:00,0.000000E+00,3.872643E+03,0.000000E+00,3.451056E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398467E+01,6.362297E+01
14:20:00,0.000000E+00,3.917404E+03,0.000000E+00,3.490944E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398468E+01,6.347134E+01
14:30:00,0.000000E+00,3.961591E+03,0.000000E+00,3.530320E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398468E+01,6.332747E+01
14:40:00,0.000000E+00,4.005044E+03,0.000000E+00,3.569042E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398469E+01,6.318977E+01
14:50:00,0.000000E+00,4.047567E+03,0.000000E+00,3.606935E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398469E+01,6.305682E+01
15:00:00,0.000000E+00,4.088950E+03,0.000000E+00,3.643811E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398470E+01,6.292827E+01
15:10:00,0.000000E+00,4.128823E+03,0.000000E+00,3.679342E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398470E+01,6.280448E+01
15:20:00,0.000000E+00,4.166363E+03,0.000000E+00,3.712792E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398472E+01,6.269094E+01
15:30:00,0.000000E+00,4.201585E+03,0.000000E+00,3.744176E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398475E+01,6.259196E+01
15:40:00,0.000000E+00,4.234313E+03,0.000000E+00,3.773337E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398476E+01,6.250444E+01
15:50:00,0.000000E+00,4.264256E+03,0.000000E+00,3.800015E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398478E+01,6.242454E+01
16:00:00,0.000000E+00,4.291079E+03,0.000000E+00,3.823913E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398479E+01,6.235123E+01
16:10:00,0.000000E+00,4.314950E+03,0.000000E+00,3.845179E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398480E+01,6.228542E+01
16:20:00,0.000000E+00,4.336074E+03,0.000000E+00,3.863998E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398482E+01,6.223010E+01
16:30:00,0.000000E+00,4.353798E+03,0.000000E+00,3.879786E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398485E+01,6.218651E+01
16:40:00,0.000000E+00,4.367658E+03,0.000000E+00,3.892130E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398487E+01,6.215480E+01
16:50:00,0.000000E+00,4.377047E+03,0.000000E+00,3.900491E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398490E+01,6.213491E+01
17:00:00,0.000000E+00,4.381801E+03,0.000000E+00,3.904719E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398493E+01,6.212859E+01
17:10:00,0.000000E+00,4.381678E+03,0.000000E+00,3.904600E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398496E+01,6.213577E+01
17:20:00,0.000000E+00,4.376309E+03,0.000000E+00,3.899805E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398499E+01,6.215774E+01
17:30:00,0.000000E+00,4.365531E+03,0.000000E+00,3.890191E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398503E+01,6.219572E+01
17:40:00,0.000000E+00,4.349119E+03,0.000000E+00,3.875554E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398507E+01,6.224961E+01
17:50:00,0.000000E+00,4.328061E+03,0.000000E+00,3.856776E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398510E+01,6.231948E+01
18:00:00,0.000000E+00,4.302327E+03,0.000000E+00,3.833833E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398513E+01,6.240063E+01
18:10:00,0.000000E+00,4.271435E+03,0.000000E+00,3.806293E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398516E+01,6.249170E+01
18:20:00,0.000000E+00,4.235537E+03,0.000000E+00,3.774292E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398520E+01,6.259923E+01
18:30:00,0.000000E+00,4.194770E+03,0.000000E+00,3.737953E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398525E+01,6.272651E+01
18:40:00,0.000000E+00,4.149535E+03,0.000000E+00,3.697631E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398530E+01,6.287285E+01
18:50:00,0.000000E+00,4.099448E+03,0.000000E+00,3.652986E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398534E+01,6.303587E+01
19:00:00,0.000000E+00,4.044945E+03,0.000000E+00,3.604405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398538E+01,6.321325E+01
19:10:00,0.000000E+00,3.987932E+03,0.000000E+00,3.553587E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398541E+01,6.340293E+01
19:20:00,0.000000E+00,3.929164E+03,0.000000E+00,3.501208E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398544E+01,6.359963E+01
19:30:00,0.000000E+00,3.869329E+03,0.000000E+00,3.447879E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398546E+01,6.380134E+01
19:40:00,0.000000E+00,3.809004E+03,0.000000E+00,3.394115E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398548E+01,6.400826E+01
19:50:00,0.000000E+00,3.748682E+03,0.000000E+00,3.340356E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398550E+01,6.422079E+01
20:00:00,0.000000E+00,3.688724E+03,0.000000E+00,3.286921E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398552E+01,6.443883E+01
20:10:00,0.000000E+00,3.629152E+03,0.000000E+00,3.233832E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398554E+01,6.466189E+01
20:20:00,0.000000E+00,3.570192E+03,0.000000E+00,3.181289E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398556E+01,6.488747E+01
20:30:00,0.000000E+00,3.512015E+03,0.000000E+00,3.129443E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398557E+01,6.511469E+01
20:40:00,0.000000E+00,3.454751E+03,0.000000E+00,3.078412E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398559E+01,6.534387E+01
20:50:00,0.000000E+00,3.398499E+03,0.000000E+00,3.028283E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398560E+01,6.557544E+01
21:00:00,0.000000E+00,3.343332E+03,0.000000E+00,2.979121E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398562E+01,6.580956E+01
21:10:00,0.000000E+00,3.289042E+03,0.000000E+00,2.930741E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398564E+01,6.604615E+01
21:20:00,0.000000E+00,3.235667E+03,0.000000E+00,2.883176E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398566E+01,6.628503E+01
21:30:00,0.000000E+00,3.183252E+03,0.000000E+00,2.836466E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398568E+01,6.652605E+01
21:40:00,0.000000E+00,3.131797E+03,0.000000E+00,2.790612E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398569E+01,6.676888E+01
21:50:00,0.000000E+00,3.081297E+03,0.000000E+00,2.745610E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398571E+01,6.701347E+01
22:00:00,0.000000E+00,3.031746E+03,0.000000E+00,2.701452E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398573E+01,6.725991E+01
22:10:00,0.000000E+00,2.983389E+03,0.000000E+00,2.658359E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398575E+01,6.750823E+01
22:20:00,0.000000E+00,2.936208E+03,0.000000E+00,2.616314E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398576E+01,6.775605E+01
22:30:00,0.000000E+00,2.890163E+03,0.000000E+00,2.575282E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398578E+01,6.800275E+01
22:40:00,0.000000E+00,2.845245E+03,0.000000E+00,2.535254E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398579E+01,6.824904E+01
22:50:00,0.000000E+00,2.801443E+03,0.000000E+00,2.496221E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398581E+01,6.849577E+01
23:00:00,0.000000E+00,2.758741E+03,0.000000E+00,2.458167E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398583E+01,6.874345E+01
23:10:00,0.000000E+00,2.716866E+03,0.000000E+00,2.420851E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398585E+01,6.899228E+01
23:20:00,0.000000E+00,2.675805E+03,0.000000E+00,2.384260E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398587E+01,6.924226E+01
23:30:00,0.000000E+00,2.635543E+03,0.000000E+00,2.348381E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398589E+01,6.949335E+01
23:40:00,0.000000E+00,2.596066E+03,0.000000E+00,2.313201E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398591E+01,6.974550E+01
23:50:00,0.000000E+00,2.557360E+03,0.000000E+00,2.278709E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398593E+01,6.999867E+01
24:00:00,0.000000E+00,2.519409E+03,0.000000E+00,2.244889E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.398595E+01,7.025285E+01
Peak,0.000000E+00,4.381801E+03,0.000000E+00,3.904719E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,3.251918E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
